year,quarter,region,area,value,unit,source
2557,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,47.37,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,27.00,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,58.06,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,66.60,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,59.54,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,38.76,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,62.01,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,78.88,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,58.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,52.71,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,119.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,85.35,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,88.81,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,66.28,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,87.53,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,69.72,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,41.02,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,51.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,51.83,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,48.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,45.19,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,61.16,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,65.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,123.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,114.71,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,94.82,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,ภาคใต้,รวม,32.10,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,ภาคใต้,รวม,52.90,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,ภาคใต้,รวม,38.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,ภาคใต้,รวม,27.70,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 1,ภาคใต้,รวม,54.79,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 2,ภาคใต้,รวม,55.23,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 3,ภาคใต้,รวม,65.68,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 4,ภาคใต้,รวม,41.53,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 1,ภาคใต้,รวม,55.50,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,ภาคใต้,รวม,65.87,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,ภาคใต้,รวม,67.49,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,ภาคใต้,รวม,51.65,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,ภาคใต้,รวม,55.93,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,ภาคใต้,รวม,51.93,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,ภาคใต้,รวม,58.57,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,ภาคใต้,รวม,57.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 1,ภาคใต้,รวม,62.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 2,ภาคใต้,รวม,82.81,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 3,ภาคใต้,รวม,59.13,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 4,ภาคใต้,รวม,75.97,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 1,ภาคใต้,รวม,75.34,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 2,ภาคใต้,รวม,85.06,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 3,ภาคใต้,รวม,81.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,ภาคใต้,รวม,97.86,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,ภาคใต้,รวม,87.14,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,ภาคใต้,รวม,81.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,ภาคใต้,รวม,60.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,ภาคใต้,รวม,71.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,ภาคใต้,รวม,77.67,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,ภาคใต้,รวม,65.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,ภาคใต้,รวม,75.20,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,ภาคใต้,รวม,95.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,ภาคใต้,รวม,78.85,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,ภาคใต้,รวม,113.49,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,ภาคใต้,รวม,148.43,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,ภาคใต้,รวม,159.06,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,8.32,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,17.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,12.40,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,10.00,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,14.12,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,16.28,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,22.07,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,14.31,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,22.44,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,23.87,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,20.51,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,19.39,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,18.10,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,21.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,23.31,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,15.43,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,29.90,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,36.79,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,29.06,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,36.29,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.82,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,30.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,25.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,33.41,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,30.40,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,23.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,19.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,23.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.90,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,19.56,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,23.15,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,25.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.93,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,46.37,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,62.16,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,62.92,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,23.78,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,35.10,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,26.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,17.70,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,40.67,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,38.95,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,43.61,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,27.22,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,33.06,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,41.99,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,46.98,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,32.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,37.83,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,30.81,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,35.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,42.42,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,32.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,46.02,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,30.07,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,39.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,48.52,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,54.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,55.84,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,64.46,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,56.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,58.00,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,41.70,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,48.46,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,50.78,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,45.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,52.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,69.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,51.91,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,67.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,86.27,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,96.14,พันคน,สำนักงานสถิติแห่งชาติ
